Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeWhenStarted,AvgYearsPerCompany,StabilityInRole,LoyaltyToManager,CompanyLoyalty,PromotionFrequency,AvgTrainingPerYear,IncomePerKm,AvgMonthlyIncomePerYear,AgeGroup
33,0.0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,19,40.0,0.6923076923076923,0.5384615384615384,0.9285714285714286,3.25,0.23076923076923078,30.428571428571427,899.3076923076923,31-35
43,0.0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,33,3.3333333333333335,0.875,0.875,0.8,1.6,0.375,111.22222222222223,709.875,41-50
30,0.0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,19,11.0,0.8,0.9,0.9090909090909091,5.0,0.2,45.535714285714285,577.5,26-30
36,1.0,Travel_Rarely,1218,Sales,9,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,No,23,4,2,0,10,4,3,5,3,0,3,26,1.4285714285714286,0.6,0.6,0.5,5.0,0.8,135.33333333333334,681.4,36-40
27,0.0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,23,40.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.6666666666666666,527.5,1409.0,26-30
42,0.0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,19,40.0,0.2727272727272727,0.3181818181818182,0.9565217391304348,1.5714285714285714,0.13636363636363635,234.5,802.9545454545455,41-50
36,1.0,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,27,1.2857142857142858,0.0,0.0,0.1111111111111111,1.0,3.0,44.0,4834.0,36-40
29,0.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Yes,11,3,2,2,6,2,3,6,0,1,0,23,6.0,0.0,0.0,1.0,3.0,0.3333333333333333,189.85714285714286,1103.8333333333333,26-30
37,0.0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,27,10.0,0.7,0.8,1.0,1.25,0.2,160.66666666666666,943.4,36-40
40,0.0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,18,40.0,0.3333333333333333,0.42857142857142855,0.9545454545454546,5.25,0.23809523809523808,708.0,925.5238095238095,36-40
58,1.0,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,18,5.714285714285714,0.4838709677419355,0.25806451612903225,0.775,2.2142857142857144,0.06451612903225806,143.0,620.8387096774194,51-65
40,0.0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,19,21.0,0.35,0.45,0.9523809523809523,4.0,0.1,93.42857142857143,981.3,36-40
30,0.0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,18,6.0,0.9,0.4,0.8333333333333334,1.25,0.2,267.8,941.9,26-30
33,1.0,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,27,1.2,0.6666666666666666,0.6666666666666666,0.5,3.0,1.0,7.375,1774.6666666666667,31-35
31,0.0,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4,25,40.0,0.8,0.8,0.8333333333333334,2.5,0.4,979.0,869.0,31-35
30,0.0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7,20,1.4285714285714286,0.5,0.875,0.8,4.0,0.375,97.66666666666667,586.875,26-30
59,0.0,Travel_Rarely,1324,Research & Development,3,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Yes,20,4,1,3,12,3,2,1,0,0,0,47,3.0,0.0,0.0,0.08333333333333333,1.0,3.0,441.3333333333333,2670.0,51-65
49,1.0,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,3,No,20,4,1,0,20,2,3,4,3,1,3,29,6.666666666666667,0.75,0.75,0.2,2.0,0.5,52.67857142857143,1071.0,41-50
28,0.0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,No,11,3,3,1,5,0,3,5,3,0,4,23,5.0,0.6,0.8,1.0,5.0,0.0,28.307692307692307,944.8,26-30
36,0.0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5747,3,No,12,3,1,0,10,0,3,7,7,1,7,26,3.3333333333333335,1.0,1.0,0.7,3.5,0.0,32.5,1013.4285714285714,36-40
28,1.0,Travel_Rarely,103,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Yes,14,3,2,0,6,4,3,4,2,0,3,22,1.2,0.5,0.75,0.6666666666666666,4.0,1.0,4.291666666666667,507.0,26-30
26,1.0,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,19,40.0,0.6666666666666666,0.6666666666666666,0.8571428571428571,6.0,0.3333333333333333,191.66666666666666,517.0,26-30
31,0.0,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,No,13,3,4,1,9,2,2,9,8,0,0,22,9.0,0.8888888888888888,0.0,1.0,9.0,0.2222222222222222,59.4,770.2222222222222,31-35
40,0.0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,20,6.666666666666667,0.0,1.0,0.05,1.0,2.0,39.07142857142857,10932.0,36-40
27,0.0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,23,0.4444444444444444,1.0,1.0,0.5,0.6666666666666666,1.0,70.875,1405.5,26-30
50,0.0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,22,9.333333333333334,0.375,0.875,0.2857142857142857,8.0,0.125,1115.0,2271.5,41-50
33,1.0,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,18,2.142857142857143,0.8571428571428571,1.0,0.4666666666666667,0.875,0.2857142857142857,85.13333333333334,1944.2857142857142,31-35
46,0.0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,18,5.6,1.0,1.0,0.07142857142857142,1.0,1.5,57.44444444444444,5263.5,41-50
33,1.0,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,28,1.25,1.0,1.0,0.4,0.6666666666666666,0.0,40.68,1156.5,31-35
37,0.0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,21,4.0,0.4,0.4,0.3125,5.0,0.6,56.714285714285715,2732.8,36-40
26,0.0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,18,1.6,,,0.0,0.0,6.0,26.724137931034484,18711.0,26-30
50,0.0,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,No,11,3,3,1,32,3,2,7,0,0,6,18,10.666666666666666,0.0,0.8571428571428571,0.21875,7.0,0.42857142857142855,854.0,2788.1428571428573,41-50
58,1.0,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,7,Yes,14,3,4,0,31,0,2,10,9,5,9,27,4.428571428571429,0.9,0.9,0.3225806451612903,1.6666666666666667,0.0,85.85714285714286,1000.8,51-65
31,0.0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,27,4.0,0.5,0.5,1.0,1.0,0.75,329.0,554.5,31-35
26,0.0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,21,5.0,0.6,0.6,1.0,2.5,1.0,921.0,401.4,26-30
30,1.0,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,27,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,4.0,116.0,2285.0,26-30
33,0.0,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,17456,0,No,14,3,1,2,5,2,3,4,3,0,3,28,40.0,0.75,0.75,0.8,4.0,0.5,61.42857142857143,1093.25,31-35
59,0.0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,45,4.666666666666667,0.6666666666666666,0.6666666666666666,0.42857142857142855,6.0,0.16666666666666666,1089.0,1984.0,51-65
45,0.0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,24,40.0,0.35,0.5,0.9523809523809523,4.0,0.1,69.25,674.8,41-50
58,0.0,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552,9255,2,Yes,13,3,4,1,24,3,3,6,0,0,4,34,12.0,0.0,0.6666666666666666,0.25,6.0,0.5,254.4,1758.6666666666667,51-65
28,0.0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,23,5.0,0.4,0.4,1.0,5.0,0.4,20.952380952380953,542.6,26-30
30,0.0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,20,10.0,0.3,0.4,1.0,5.0,0.3,85.2,657.8,26-30
46,0.0,Travel_Frequently,1211,Sales,5,4,Marketing,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Yes,21,4,3,0,14,4,3,9,6,0,8,32,3.5,0.6666666666666666,0.8888888888888888,0.6428571428571429,9.0,0.4444444444444444,242.2,641.3333333333334,41-50
31,1.0,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,2302,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2,28,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1060.0,767.3333333333334,31-35
31,1.0,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,22262,1,No,12,3,3,0,1,3,4,1,0,0,0,30,1.0,0.0,0.0,1.0,1.0,3.0,25.25,1261.0,31-35
22,0.0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,20,2.0,1.0,1.0,1.0,0.6666666666666666,3.0,66.10526315789474,1161.5,15-25
22,0.0,Non-Travel,1123,Research & Development,16,2,Medical,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Yes,13,3,2,2,1,2,2,1,0,0,0,21,1.0,0.0,0.0,1.0,1.0,2.0,70.1875,2935.0,15-25
36,0.0,Travel_Rarely,852,Research & Development,5,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,0,0,30,0.6666666666666666,1.0,0.0,0.16666666666666666,1.0,3.0,170.4,3419.0,36-40
43,0.0,Travel_Frequently,185,Research & Development,10,4,Life Sciences,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,34,40.0,0.875,0.875,0.8888888888888888,4.0,0.625,18.5,306.875,41-50
35,1.0,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8,25,10.0,0.2,0.8,1.0,1.25,0.3,5.2,202.2,31-35
60,0.0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,38,5.5,0.7222222222222222,0.6111111111111112,0.8181818181818182,1.2857142857142858,0.2777777777777778,53.535714285714285,570.3333333333334,51-65
34,0.0,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2,30,40.0,0.6666666666666666,0.6666666666666666,0.75,3.0,1.0,65.5,1512.6666666666667,31-35
39,1.0,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Yes,21,4,4,0,8,2,1,2,2,2,2,31,1.1428571428571428,1.0,1.0,0.25,0.6666666666666666,1.0,187.0,1202.0,36-40
38,0.0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,29,40.0,0.875,0.875,0.8888888888888888,2.6666666666666665,0.25,77.0,1092.5,36-40
33,1.0,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,25,1.1428571428571428,0.75,0.75,0.5,2.0,0.5,58.7,852.0,31-35
25,0.0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,20,5.0,0.8,0.6,1.0,2.5,0.6,222.75,897.4,15-25
49,0.0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,No,14,3,2,1,20,0,2,3,2,1,2,29,10.0,0.6666666666666666,0.6666666666666666,0.15,1.5,0.0,299.0,2217.0,41-50
45,0.0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,39,6.0,0.5,0.6666666666666666,1.0,6.0,0.5,32.833333333333336,362.8333333333333,41-50
43,0.0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,18,25.0,0.4,0.36,1.0,6.25,0.12,81.83333333333333,573.44,41-50
34,0.0,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,11929,7,No,14,3,4,2,16,3,2,14,8,6,9,18,2.2857142857142856,0.5714285714285714,0.6428571428571429,0.875,2.0,0.21428571428571427,55.266666666666666,1214.7857142857142,31-35
34,0.0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,33,1.0,1.0,0.0,1.0,1.0,2.0,133.3,2220.0,31-35
23,0.0,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2,21,2.0,1.0,1.0,1.0,2.0,1.5,31.0,1752.5,15-25
37,0.0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,31,40.0,0.6,0.6,0.8333333333333334,1.0,0.6,57.1,556.4,36-40
35,0.0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,32,3.0,0.6666666666666666,0.6666666666666666,1.0,3.0,0.3333333333333333,48.0,857.3333333333334,31-35
36,1.0,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,20,16.0,0.4375,0.4375,1.0,4.0,0.375,176.66666666666666,645.3125,36-40
23,0.0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,19,4.0,0.5,0.5,1.0,4.0,0.5,50.34615384615385,726.0,15-25
25,0.0,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4,19,6.0,0.8333333333333334,0.6666666666666666,1.0,3.0,0.8333333333333334,33.96153846153846,1030.0,15-25
43,0.0,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2,36,1.75,0.8,0.4,0.7142857142857143,1.6666666666666667,0.6,192.0,417.8,41-50
41,1.0,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,31,2.5,1.0,0.0,0.7,3.5,0.14285714285714285,542.5,396.85714285714283,41-50
25,0.0,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,20,40.0,0.75,0.25,0.8,2.0,1.0,135.6,1237.5,15-25
52,0.0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,21,15.5,0.4,0.8,0.16129032258064516,2.5,0.4,372.5,3311.0,51-65
36,0.0,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,20,4.0,0.6923076923076923,0.9230769230769231,0.8125,6.5,0.15384615384615385,180.33333333333334,746.0769230769231,36-40
26,0.0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,18,8.0,0.875,0.375,1.0,4.0,0.25,533.0,684.0,26-30
56,0.0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,38,9.0,0.8,0.6,0.2777777777777778,5.0,0.8,137.77777777777777,588.4,51-65
34,0.0,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0,29,5.0,0.6,0.0,1.0,1.6666666666666667,0.8,87.8,763.0,31-35
38,0.0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2,35,40.0,1.0,1.0,0.6666666666666666,1.0,1.5,43.888888888888886,1449.5,36-40
36,0.0,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,20,40.0,0.8666666666666667,0.7333333333333333,0.9375,1.3636363636363635,0.26666666666666666,233.83333333333334,214.0,36-40
26,0.0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,20,6.0,0.6,0.6,0.8333333333333334,2.5,0.4,192.0,791.0,26-30
29,1.0,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,18,11.0,0.7272727272727273,0.9090909090909091,1.0,2.75,0.2727272727272727,17.73913043478261,666.9090909090909,26-30
27,0.0,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,21,40.0,0.4,0.2,0.8333333333333334,2.5,0.6,68.05882352941177,611.6,26-30
31,1.0,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,No,12,3,2,0,1,3,3,1,0,0,0,30,1.0,0.0,0.0,1.0,1.0,3.0,667.0,1359.0,31-35
43,0.0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,36,2.3333333333333335,1.0,1.0,0.2857142857142857,0.6666666666666666,2.5,51.666666666666664,3402.0,41-50
36,0.0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,26,10.0,0.7,0.9,1.0,10.0,0.1,179.25,758.7,36-40
40,0.0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387,6762,3,No,22,4,3,1,7,3,3,4,2,0,3,33,2.3333333333333335,0.5,0.75,0.5714285714285714,4.0,0.75,329.0,596.75,36-40
22,0.0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,19,40.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,297.0,1261.5,15-25
26,0.0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,18,8.0,0.875,0.875,1.0,8.0,0.25,461.3333333333333,552.5,26-30
31,0.0,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10,20,11.0,0.8181818181818182,0.9090909090909091,1.0,2.2,0.18181818181818182,176.0,649.3636363636364,31-35
52,1.0,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7,42,1.1111111111111112,0.875,0.875,0.8,1.0,0.25,206.0,1055.75,51-65
28,0.0,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,23,5.0,0.4,0.8,1.0,5.0,0.6,128.66666666666666,414.0,26-30
37,0.0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Yes,15,3,4,0,8,2,3,6,4,1,3,29,1.1428571428571428,0.6666666666666666,0.5,0.75,3.0,0.3333333333333333,359.75,499.3333333333333,36-40
42,0.0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,26,4.0,0.0,0.0,0.0625,1.0,3.0,6.482758620689655,4272.0,41-50
44,0.0,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,38,3.0,,,0.0,0.0,6.0,6.529411764705882,18711.0,41-50
28,0.0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,27,1.0,0.0,0.0,1.0,1.0,5.0,114.4,1052.0,26-30
31,0.0,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1,25,6.0,0.8333333333333334,0.16666666666666666,1.0,6.0,0.3333333333333333,121.0909090909091,1138.8333333333333,31-35
19,1.0,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,18,1.0,0.0,0.0,1.0,0.5,3.0,151.5,1102.0,15-25
37,1.0,Travel_Rarely,1373,Research & Development,2,2,Other,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,15,3,2,0,7,3,3,0,0,0,0,30,1.1666666666666667,,,0.0,0.0,6.0,686.5,18711.0,36-40
45,0.0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,44,1.0,0.0,0.0,1.0,1.0,3.0,126.0,2274.0,41-50
50,0.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,42,2.0,0.0,0.0,0.125,1.0,5.0,89.33333333333333,2380.0,41-50
51,0.0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,28,7.666666666666667,0.9230769230769231,0.6153846153846154,0.5652173913043478,1.0,0.07692307692307693,1456.0,575.6923076923077,51-65
